item_id	user_name
1	1013185
2	2250024
3	1267105
4	1526809
5	9019322
6	1920660
7	1367318
8	1118364
9	1581347
10	1190759
11	1289784
12	1889736
13	3516274
14	1119445
15	1014235
16	1163189
17	1001416
18	1152594
19	1497862
20	1422842
21	3886756
22	1367451
23	1123727
24	1699171
25	37830407
26	1001711
27	1175628
28	2184056
29	1085571
30	1044397
31	1042441
32	1062025
33	1247668
34	1396972
35	1367059
36	1924404
37	3019156
38	1539280
39	1062144
40	1085884
41	2504303
42	1189471
43	2800096
44	1096224
45	1247328
46	1010923
47	2400185
48	2024660
49	1713880
50	1990180
51	12359930
52	34362098
53	1578850
54	2202773
55	2226388
56	3304141
57	2591469
58	2186935
59	1092199
60	1772290
61	29536237
62	1094926
63	1805585
64	1213282
65	1433566
66	2256081
67	1397111
68	1301150
69	1390643
70	2248510
71	4490061
72	1040313
73	4521764
74	1003843
75	1004332
76	1045388
77	1987990
78	3121685
79	1186290
80	2874610
81	2184090
82	1746747
83	2506539
84	2352283
85	1162106
86	1224219
87	1060617
88	1302016
89	1059357
90	3646116
91	2378848
92	39958167
93	1748225
94	1024775
95	17402691
96	1162622
97	1089755
98	1001945
99	2029148
100	1464544
101	1060899
102	2642001
103	1001960
104	2270362
105	1001058
106	1492121
107	2372636
108	1402001
109	2279453
110	3394532
111	2459192
112	1402103
113	1389783
114	1984445
115	1970347
116	2504060
117	33902433
118	2290641
119	2256470
120	2592005
121	1396109
122	1468293
123	1214750
124	1584742
125	1478201
126	3047408
127	1122825
128	2230950
129	1268383
130	1232432
131	1218908
132	2849065
133	2059700
134	1135618
135	2646335
136	2018081
137	2158872
138	1704805
139	1268152
140	2740951
141	1194196
142	1000380
143	1472187
144	2317729
145	1882746
146	1091481
147	2310383
148	2059028
149	1534600
150	1001975
151	1058926
152	1465296
153	2251914
154	1322158
155	1396694
156	1582419
157	2557341
158	13238895
159	1000103
160	1179381
161	1143811
162	2325138
163	2517866
164	3266143
165	2359749
166	3242422
167	1010310
168	1082163
169	4420483
170	3520304
171	2318864
172	1439016
173	45028684
174	1223227
175	3349553
176	3544617
177	2569258
178	1369912
179	1322896
180	2187198
181	27258928
182	3829392
183	1285840
184	2524091
185	1025094
186	1574916
187	2155024
188	2861073
189	1135871
190	1042606
191	1568973
192	4246770
193	34934388
194	1138869
195	3544696
196	1003191
197	1046993
198	2259866
199	2715313
200	1091680
201	3360415
202	2673843
203	1002785
204	1159798
205	3312027
206	1179211
207	1218292
208	2290364
209	1176907
210	1372110
211	1911105
212	1155324
213	1727694
214	1163120
215	1090400
216	1648754
217	1507222
218	1024522
219	1189027
220	1286352
221	1779492
222	2433779
223	2599087
224	4473889
225	5353733
226	1989969
227	1587347
228	3370924
229	1681988
230	1123172
231	2277886
232	16933183
233	1636721
234	1406507
235	2430312
236	1216356
237	1246120
238	1193671
239	1390977
240	2234648
241	1503770
242	1000068
243	1116136
244	2237069
245	2256560
246	1001671
247	2446664
248	2167738
249	1108461
250	1148291
251	1329841
252	1027863
253	2344170
254	1698837
255	1565915
256	2650621
257	2166965
258	1433899
259	1715240
260	1422124
261	1704912
262	2253962
263	2673740
264	1407587
265	1120346
266	1711363
267	1654429
268	2247477
269	2242179
270	2212059
271	1697918
272	1144550
273	2240738
274	1061873
275	2226834
276	1009865
277	1882799
278	1469798
279	1430491
280	1491071
281	1858842
282	1191791
283	1928857
284	1751966
285	1000106
286	2257087
287	2244455
288	1043248
289	2286812
290	2228783
291	1460375
292	2341485
293	1127115
294	1423159
295	2150835
296	1090948
297	1042733
298	1093327
299	2515613
300	1119534
301	2799535
302	1866742
303	1443448
304	1865413
305	1982872
306	1370204
307	2256147
308	1121806
309	1043608
310	2471221
311	2238186
312	2896452
313	1010649
314	1683291
315	1854493
316	2770438
317	1369769
318	1002246
319	2739389
320	1620681
321	2115244
322	1333912
323	1434462
324	1460146
325	1286166
326	2100813
327	2230305
328	2281601
329	2021289
330	2706243
331	2711705
332	1217212
333	2258788
334	2307545
335	2783315
336	2229702
337	2250781
338	3202785
339	2502066
340	1284268
341	3016174
342	1697793
343	2231577
344	2679787
345	1247609
346	2230218
347	1864227
348	2229153
349	2259910
350	1995451
351	2289980
352	2228545
353	2237980
354	2324225
355	1719312
356	2233560
357	3346881
358	3354133
359	3354107
360	2638280
361	2570558
362	3371455
363	3372516
364	3394579
365	2160240
366	2280383
367	3368657
368	2875276
369	2292135
370	2432050
371	3358778
372	1466973
373	3346163
374	1247102
375	1804392
376	1108811
377	2092538
378	2347337
379	2709396
380	3345431
381	3349854
382	1444678
383	2231529
384	2741254
385	2493467
386	1527395
387	2392138
388	2127579
389	3367343
390	2234691
391	1250825
392	2493362
393	1528709
394	2290995
395	3343094
396	1364034
397	2771655
398	2407622
399	1012602
400	2308757
401	1191155
402	1043435
403	1401260
404	4031115
405	1292816
406	2282179
407	2565628
408	1743484
409	3369050
410	3610542
411	2503032
412	2998551
413	3364524
414	2769727
415	3369605
416	2259832
417	2500118
418	3392309
419	3356973
420	4313268
421	4474880
422	4496832
423	4508553
424	3295214
425	4507295
426	4499854
427	2289471
428	1925839
429	4492548
430	4500337
431	4509619
432	4499127
433	2290311
434	1643797
435	4501656
436	3505929
437	4501227
438	2504449
439	3927733
440	3301513
441	1228328
442	2287253
443	1706376
444	1425739
445	27898380
446	4228015
447	2256558
448	7290322
449	3367457
450	24482053
451	22692964
452	14802309
453	4478909
454	3048881
455	3362713
456	1644211
457	3851049
458	1400390
459	2597662
460	11862784
461	2214632
462	4499129
463	16678998
464	2559916
465	2346460
466	1649543
467	3364528
468	28878985
469	1575790
470	43435356
471	4012692
472	1339780
473	46055583
474	47744453
475	1011741
476	2090959
477	2660926
478	1046735
479	1706717
480	1290962
481	1340722
482	2773201
483	1803324
484	2425576
485	1258708
486	2155874
487	1116255
488	1855806
489	2405437
490	1076358
491	1746886
492	2765744
493	2194864
494	1283611
495	2255987
496	2532979
497	1581121
498	1944953
499	1043408
500	1129558
501	1095991
502	1000444
503	2678673
504	1560271
505	2517216
506	1215937
507	2752456
508	2226509
509	2186284
510	1513979
511	3544289
512	3612190
513	2132261
514	3176965
515	1143921
516	1089165
517	2989419
518	2438956
519	2286532
520	1927540
521	1580568
522	5872180
523	2183010
524	4501247
525	6719739
526	2188175
527	3723720
528	2586906
529	3577965
530	17316187
531	3410472
532	2252821
533	2179233
534	2881682
535	4301563
536	2862513
537	1532273
538	2234771
539	2228339
540	2603819
541	2939630
542	1444264
543	3301059
544	4639581
545	3020712
546	3542645
547	27873185
548	4209011
549	2518481
550	1740962
551	2766131
552	1740043
553	10926910
554	1397636
555	4501839
556	2617438
557	1090399
558	1932734
559	1850292
560	1478420
561	3476152
562	1741444
563	32318132
564	30232159
565	3806472
566	2808610
567	1199536
568	1097553
569	1215763
570	2517223
571	1606446
572	3305115
573	2291464
574	3047196
575	3614007
576	1618502
577	2678063
578	26906511
579	2245459
580	3120903
581	2781177
582	1097551
583	1664850
584	34961009
585	1228483
586	34889358
587	2003277
588	4230897
589	7862858
590	3482626
591	4199852
592	4865582
593	2378815
594	2893958
595	36359101
596	3026413
597	1402283
598	1216557
599	33971910
600	25861450
601	6572050
602	30649428
603	4615413
604	4242448
605	1286297
606	1010354
607	1427327
608	3939236
609	1132331
610	2923715
611	1468055
612	1331908
613	1043499
614	2814871
615	1267357
616	3127079
617	1989241
618	2250004
619	2557215
620	1007939
621	1538733
622	1530000
623	1008049
624	1156641
625	1183882
626	1115704
627	1081597
628	2093056
629	2398029
630	1195873
631	1368434
632	1089465
633	1291939
634	1128015
635	2963943
636	3117291
637	1984919
638	2957321
639	1493364
640	1860328
641	1740615
642	3138933
643	3394372
644	2780866
645	1476759
646	1712856
647	1434290
648	2782050
649	1751185
650	2221312
651	3478146
652	2239692
653	3395472
654	2967128
655	1293175
656	2154239
657	2226921
658	2374468
659	3571728
660	1817151
661	2773339
662	3187600
663	4541658
664	8015052
665	24586903
666	1121634
667	14644573
668	2773328
669	33979784
670	10548573
671	1155549
672	1097699
673	2288679
674	1360428
675	1014871
676	1024344
677	1000674
678	2229528
679	1015314
680	1885997
681	1405690
682	1090916
683	2567471
684	1014820
685	2147316
686	2064131
687	1664833
688	1109213
689	1004557
690	1266547
691	2186057
692	2290103
693	1863077
694	1000332
695	3076785
696	1220926
697	3243982
698	1746411
699	1109480
700	2434509
701	1638085
702	2128807
703	3791022
704	1190329
705	1429348
706	1126626
707	1041835
708	1573790
709	2883094
710	1743865
711	1222315
712	3357637
713	3755856
714	1507077
715	1051877
716	1000499
717	1780067
718	3866918
719	1680950
720	2158380
721	2096588
722	3022315
723	36083045
724	3997248
725	1367110
726	3326228
727	1564473
728	2467832
729	2187348
730	1153718
731	37419038
732	1716649
733	2061884
734	1613644
735	1395520
736	2449175
737	4730191
738	34326980
739	1353732
740	3537498
741	1280195
742	1759659
743	2161725
744	2685686
745	1370965
746	1188345
747	1248658
748	1121557
749	1341094
750	1040077
751	1684901
752	1038070
753	1371556
754	1610883
755	2238552
756	1885873
757	1001021
758	1568335
759	2404547
760	2247033
761	1698194
762	1046749
763	1928012
764	1010787
765	1352072
766	1009172
767	2023722
768	1247081
769	1389319
770	2056470
771	2217263
772	1091517
773	1155282
774	2222865
775	3293493
776	1120860
777	2719404
778	1086757
779	1361277
780	1341955
781	1392205
782	25898569
783	30575792
784	25527822
785	1114594
786	3356471
787	2224097
788	1061451
789	26452164
790	1092318
791	2861918
792	1063373
793	16654492
794	1958538
795	2689825
796	3852679
797	1054812
798	1258031
799	3026435
800	1919368
801	9678726
