17362,20820
57824,20820
23555,20820
24293,20820
31061,20820
57868,20820
7765,20820
5951,20820
63156,20820
8559,20820
41524,20820
53707,20820
72565,20820
1519,20820
53179,20820
927,20820
56466,20820
81191,20820
21942,20820
62498,20820
14627,20820
28959,20820
46124,20820
89246,20820
25903,20820
96510,20820
988,20820
50967,20820
73200,20820
60811,20820
58015,20820
15845,20820
53723,20820
16511,20820
15938,20820
26430,20820
800,20820
24696,20820
23934,20820
49801,20820
32122,20820
61096,20820
68830,20820
53176,20820
47639,20820
13722,20820
31312,20820
34504,20820
16642,20820
45987,20820
60049,20820
72988,20820
52329,20820
16293,20820
72544,20820
90389,20820
28004,20820
76096,20820
22783,20820
18504,20820
7097,20820
35786,20820
61910,20820
30716,20820
25398,20820
33271,20820
388,20820
1941,20820
36226,20820
64437,20820
18376,20820
15381,20820
58601,20820
46733,20820
1285,20820
8022,20820
35726,20820
33507,20820
72020,20820
9091,20820
59202,20820
26967,20820
28549,20820
12401,20820
17839,20820
65024,20820
12023,20820
1558,20820
51992,20820
54056,20820
15418,20820
104439,20820
74207,20820
78196,20820
95524,20820
15830,20820
4272,20820
32999,20820
50051,20820
90983,20820
975,20820
64186,20820
23432,20820
88364,20820
20080,20820
75429,20820
53730,20820
30815,20820
53230,20820
48017,20820
28185,20820
53908,20820
48444,20820
109272,20820
22444,20820
25905,20820
59606,20820
25981,20820
16872,20820
48714,8704
32392,8704
20076,8704
663,8704
21701,8704
27325,8704
90216,8704
10839,8704
34929,8704
43460,8704
61656,8704
12565,8704
40478,8704
2475,8704
12714,8704
52972,8704
31241,8704
33247,8704
16125,8704
49822,8704
74522,8704
9402,8704
35580,8704
21665,8704
27553,8704
8225,8704
34116,8704
71183,8704
17362,8704
8211,8704
22942,8704
7522,8704
39511,8704
50062,8704
37399,8704
2087,8704
34993,8704
13248,8704
71099,8704
44638,8704
1452,8704
24452,8704
46402,8704
64162,8704
36408,8704
4348,8704
17835,8704
33295,8704
2042,8704
34874,8704
38872,8704
59210,8704
46180,8704
75739,8704
55726,8704
98223,8704
5195,8704
71813,8704
79813,8704
11790,8704
53770,8704
13100,8704
48286,8704
3619,8704
89675,8704
13229,8704
32034,8704
15775,8704
86806,8704
13690,8704
82518,8704
22406,8704
9285,8704
29091,8704
31442,8704
49498,8704
22916,8704
1100,8704
94241,8704
105451,8704
56349,8704
28774,8704
2953,8704
74752,8704
17055,8704
47938,8704
80654,8704
19595,8704
1162,8704
4392,8704
70821,8704
9578,8704
18292,8704
66297,8704
69670,8704
42116,8704
26132,8704
18821,8704
74756,8704
59882,8704
8953,8704
37236,8704
40606,8704
33336,8704
2710,8704
7014,8704
33108,8704
80868,8704
23035,8704
12326,8704
3768,8704
4278,8704
8465,8704
36149,8704
108493,8704
50225,8704
33592,8704
89763,8704
56008,8704
31076,8704
39859,8704
105010,8704
9125,8704
64647,8704
53203,8704
33270,8704
48817,8704
14311,8704
17494,8704
31017,8704
74199,8704
38017,8704
28294,8704
11729,8704
23782,8704
26626,8704
21110,8704
39061,8704
52093,8704
10166,8704
23521,8704
66538,8704
6637,8704
86285,8704
40613,8704
15791,8704
65195,8704
33871,8704
10039,8704
14319,8704
25620,8704
20761,8704
20007,8704
50627,8704
37335,8704
37352,8704
22734,8704
23196,8704
2616,8704
26065,8704
9561,8704
20727,8704
7267,8704
9476,8704
77981,8704
10473,8704
39172,8704
28650,8704
37353,8704
626,8704
6179,8704
44834,8704
18331,8704
6566,8704
7249,8704
106082,8704
17199,8704
63085,8704
31652,8704
26081,8704
40735,8704
1856,8704
11539,8704
75799,8704
36586,8704
35043,8704
1263,8704
47756,8704
19128,8704
34561,8704
1381,8704
93055,8704
66332,8704
62560,8704
13473,8704
79348,8704
94463,8704
50606,8704
99786,8704
82812,8704
39430,8704
11825,8704
12561,8704
12327,48714
4685,48714
68128,48714
58367,48714
44676,48714
36408,48714
7959,48714
10625,48714
37174,48714
11924,48714
53770,48714
89675,48714
109992,48714
47452,48714
49498,48714
15616,48714
12539,48714
19595,48714
36323,48714
57570,48714
33108,48714
4280,48714
64647,48714
10795,48714
21619,48714
16663,48714
66538,48714
10282,48714
38110,48714
73297,48714
28131,48714
23196,48714
48819,48714
44336,48714
59468,48714
75343,48714
26081,48714
21998,48714
9392,48714
2201,48714
40292,48714
53093,48714
88978,48714
61066,48714
49668,48714
9175,48714
34375,48714
6569,48714
27210,32392
21959,32392
633,32392
40478,32392
2007,32392
74522,32392
11760,32392
93700,32392
15775,32392
78543,32392
56349,32392
9578,32392
49727,32392
98297,32392
17148,32392
70260,32392
39859,32392
4366,32392
53790,32392
22734,32392
7249,32392
29235,32392
6365,32392
1839,32392
70440,32392
58696,32392
94167,32392
94135,32392
32392,13903
2138,13903
27210,13903
663,13903
21701,13903
90216,13903
50150,13903
67799,13903
74334,13903
59102,13903
8898,13903
34929,13903
34454,13903
99776,13903
43460,13903
39604,13903
46476,13903
199,13903
36621,13903
45771,13903
21232,13903
40478,13903
12714,13903
52972,13903
41978,13903
2007,13903
49822,13903
4964,13903
7851,13903
27337,13903
12327,13903
74522,13903
28806,13903
40123,13903
9402,13903
35580,13903
56419,13903
5365,13903
66211,13903
8225,13903
34116,13903
67097,13903
14391,13903
47693,13903
15958,13903
15042,13903
11760,13903
18997,13903
50527,13903
49021,13903
7719,13903
33670,13903
41307,13903
53172,13903
58327,13903
14399,13903
26572,13903
65087,13903
45109,13903
25520,13903
62780,13903
1452,13903
61315,13903
43610,13903
46402,13903
42435,13903
44676,13903
33557,13903
54192,13903
6595,13903
67462,13903
47606,13903
64940,13903
68760,13903
59210,13903
15957,13903
29174,13903
30390,13903
79813,13903
25084,13903
